filename	TRACE	MPKBr_1K	MPKBr_10K	MPKBr_100K	MPKBr_1M	MPKBr_10M	NUM_INSTRUCTIONS	NUM_BR	NUM_UNCOND_BR	NUM_CONDITIONAL_BR	NUM_MISPREDICTIONS	MISPRED_PER_1K_INST	MPKBr_30M	MPKBr_60M	MPKBr_100M	MPKBr_300M	MPKBr_600M	MPKBr_1B	trace	trace_category	tableCount	logTableSize	weightBit	speed
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_MOBILE-2.bt9.trace.res	../traces/LONG_MOBILE-2.bt9.trace.gz	31	3.1	41.52	21.988	11.7696	1271560006	112993125	1404676	111588449	885002	0.695997	9.6361	8.550467	7.96045	NA	NA	NA	LONG_MOBILE-2	LONG_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_MOBILE-3.bt9.trace.res	../traces/LONG_MOBILE-3.bt9.trace.gz	190	100.2	59.06	44.494	64.8259	1283893069	163272689	26253683	137019006	11132135	8.670609	66.116233	66.939967	69.00186	NA	NA	NA	LONG_MOBILE-3	LONG_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_MOBILE-4.bt9.trace.res	../traces/LONG_MOBILE-4.bt9.trace.gz	137	18.3	3.2	0.749	0.4527	999999976	13881337	22884	13858453	6045	0.006045	NA	NA	NA	NA	NA	NA	LONG_MOBILE-4	LONG_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_MOBILE-5.bt9.trace.res	../traces/LONG_MOBILE-5.bt9.trace.gz	127	28.8	5.9	1.204	NA	1000000000	4038314	2489985	1548329	2225	0.002225	NA	NA	NA	NA	NA	NA	LONG_MOBILE-5	LONG_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_MOBILE-6.bt9.trace.res	../traces/LONG_MOBILE-6.bt9.trace.gz	137	17.6	2.64	5.674	48.3396	514635404	71815794	14786976	57028818	3703804	7.196948	52.0917	50.65395	NA	NA	NA	NA	LONG_MOBILE-6	LONG_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_MOBILE-7.bt9.trace.res	../traces/LONG_MOBILE-7.bt9.trace.gz	138	53.4	77.5	94.732	71.5656	599758591	102414543	6556201	95858342	7042525	11.742266	69.901733	69.262483	68.8744	NA	NA	NA	LONG_MOBILE-7	LONG_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_MOBILE-8.bt9.trace.res	../traces/LONG_MOBILE-8.bt9.trace.gz	29	2.9	0.32	0.032	0.0231	5789354553	811360113	426874521	384485592	1391	2.4e-4	0.010267	0.0052	0.00314	0.002197	0.00193	NA	LONG_MOBILE-8	LONG_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_MOBILE-9.bt9.trace.res	../traces/LONG_MOBILE-9.bt9.trace.gz	15	15.4	23.85	17.639	19.707	990358237	269658601	2588186	267070415	4754646	4.800935	17.4312	17.333767	17.55811	NA	NA	NA	LONG_MOBILE-9	LONG_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_SERVER-1.bt9.trace.res	../traces/LONG_SERVER-1.bt9.trace.gz	189	63.3	67.21	61.189	39.3929	871444047	149246445	48581498	100664947	3667973	4.209075	34.235567	30.504867	26.81778	NA	NA	NA	LONG_SERVER-1	LONG_SERVER	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_SERVER-2.bt9.trace.res	../traces/LONG_SERVER-2.bt9.trace.gz	182	45.8	92.35	47.846	23.8337	1578129863	419762285	19648824	400113461	1776513	1.125708	22.393467	11.359433	11.52299	5.672703	NA	NA	LONG_SERVER-2	LONG_SERVER	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_SERVER-3.bt9.trace.res	../traces/LONG_SERVER-3.bt9.trace.gz	94	107.4	69.81	26.499	5.4813	1427677542	392361077	111322650	281038427	27607356	19.337249	71.387267	54.358383	62.61135	68.99751	NA	NA	LONG_SERVER-3	LONG_SERVER	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/LONG_SERVER-4.bt9.trace.res	../traces/LONG_SERVER-4.bt9.trace.gz	97	104.1	69.87	25.777	14.7977	804129334	187260936	71902747	115358189	1608023	1.999707	9.7446	10.267633	8.9189	NA	NA	NA	LONG_SERVER-4	LONG_SERVER	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-1.bt9.trace.res	../traces/SHORT_MOBILE-1.bt9.trace.gz	142	48	31.66	40.134	38.3646	148974179	16662268	4744842	11917426	634563	4.25955	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-1	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-10.bt9.trace.res	../traces/SHORT_MOBILE-10.bt9.trace.gz	133	16.5	9.06	7.82	4.5167	309468326	21751583	1076746	20674837	83612	0.27018	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-10	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-11.bt9.trace.res	../traces/SHORT_MOBILE-11.bt9.trace.gz	189	34.8	4.28	0.513	NA	100354118	2456987	4390	2452597	1058	0.010543	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-11	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-12.bt9.trace.res	../traces/SHORT_MOBILE-12.bt9.trace.gz	189	31.8	3.93	0.496	NA	113837138	3681236	4584	3676652	1025	0.009004	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-12	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-13.bt9.trace.res	../traces/SHORT_MOBILE-13.bt9.trace.gz	189	43.9	4.39	0.518	NA	104905199	4205459	4837	4200622	1060	0.010104	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-13	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-14.bt9.trace.res	../traces/SHORT_MOBILE-14.bt9.trace.gz	133	24.7	3.85	1.596	1.5995	1000000000	38684342	2221649	36462693	60908	0.060908	1.5756	NA	NA	NA	NA	NA	SHORT_MOBILE-14	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-15.bt9.trace.res	../traces/SHORT_MOBILE-15.bt9.trace.gz	132	20.9	2.68	0.526	0.3798	1000000000	200505887	22069	200483818	60355	0.060355	0.331967	0.31283300000000003	0.30759	NA	NA	NA	SHORT_MOBILE-15	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-16.bt9.trace.res	../traces/SHORT_MOBILE-16.bt9.trace.gz	137	40.2	21.41	16.278	40.297	536505108	81720684	34698878	47021806	3777261	7.040494	44.8832	45.968933	NA	NA	NA	NA	SHORT_MOBILE-16	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-17.bt9.trace.res	../traces/SHORT_MOBILE-17.bt9.trace.gz	129	23.8	4.29	0.547	NA	1000000000	7018378	1957256	5061122	946	9.46e-4	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-17	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-18.bt9.trace.res	../traces/SHORT_MOBILE-18.bt9.trace.gz	1	1.6	1.6	1.5	1.2051	993336489	213632603	1628241	212004362	288239	0.290173	1.051767	1.238583	1.41866	NA	NA	NA	SHORT_MOBILE-18	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-19.bt9.trace.res	../traces/SHORT_MOBILE-19.bt9.trace.gz	152	99.6	52.14	28.335	NA	78221020	2111601	9159	2102442	58780	0.75146	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-19	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-2.bt9.trace.res	../traces/SHORT_MOBILE-2.bt9.trace.gz	137	59.4	46.52	84.19	79.1756	344783366	54336215	3180019	51156196	4142851	12.015809	76.686933	NA	NA	NA	NA	NA	SHORT_MOBILE-2	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-20.bt9.trace.res	../traces/SHORT_MOBILE-20.bt9.trace.gz	221	97	43.4	21.764	28.0663	383113832	92280401	40880141	51400260	1220987	3.187008	30.1801	18.354967	NA	NA	NA	NA	SHORT_MOBILE-20	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-21.bt9.trace.res	../traces/SHORT_MOBILE-21.bt9.trace.gz	229	99.1	44.24	22.051	15.2069	2163787881	551117375	245304980	305812395	3666224	1.694355	18.515767	16.730117	12.46576	8.525613	NA	NA	SHORT_MOBILE-21	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-23.bt9.trace.res	../traces/SHORT_MOBILE-23.bt9.trace.gz	230	93.2	43.6	25.959	20.4925	3629750101	1000480336	446276088	554204248	2490529	0.686143	12.312033	7.746783	5.5554500000000004	3.123713	2.511393	2.484283	SHORT_MOBILE-23	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-24.bt9.trace.res	../traces/SHORT_MOBILE-24.bt9.trace.gz	1	0.1	0.08	NA	NA	100106755	770140	0	770140	48	4.79e-4	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-24	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-25.bt9.trace.res	../traces/SHORT_MOBILE-25.bt9.trace.gz	2	0.2	0.08	0.063	NA	99206158	2834777	0	2834777	174	0.001754	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-25	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-26.bt9.trace.res	../traces/SHORT_MOBILE-26.bt9.trace.gz	2	0.2	0.02	0.005	0.0023	2883605006	262150501	131075000	131075501	505	1.75e-4	0.002033	0.001967	0.00194	NA	NA	NA	SHORT_MOBILE-26	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-27.bt9.trace.res	../traces/SHORT_MOBILE-27.bt9.trace.gz	15	NA	NA	NA	NA	220814	4004	303	3701	16	0.072459	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-27	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-28.bt9.trace.res	../traces/SHORT_MOBILE-28.bt9.trace.gz	7	1.3	0.52	NA	NA	14055614	230804	303	230501	110	0.007826	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-28	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-29.bt9.trace.res	../traces/SHORT_MOBILE-29.bt9.trace.gz	84	98.1	65.47	78.212	NA	100018978	7689332	1362323	6327009	552447	5.523422	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-29	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-3.bt9.trace.res	../traces/SHORT_MOBILE-3.bt9.trace.gz	142	52	15.06	14.367	8.2574	101127141	15996915	103519	15893396	123081	1.217092	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-3	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-30.bt9.trace.res	../traces/SHORT_MOBILE-30.bt9.trace.gz	105	61.6	46.18	25.692	6.9634	658661227	123358312	11682420	111675892	327560	0.497312	4.082067	3.205783	2.77914	NA	NA	NA	SHORT_MOBILE-30	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-31.bt9.trace.res	../traces/SHORT_MOBILE-31.bt9.trace.gz	46	6.3	1.81	3.057	NA	1899254569	9074602	47369	9027233	31267	0.016463	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-31	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-32.bt9.trace.res	../traces/SHORT_MOBILE-32.bt9.trace.gz	152	99.8	50.87	18.255	NA	99702195	3086155	40273	3045882	49111	0.492577	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-32	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-33.bt9.trace.res	../traces/SHORT_MOBILE-33.bt9.trace.gz	6	0.6	0.06	0.006	NA	216999993	2399995	99999	2299996	6	2.8e-5	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-33	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-34.bt9.trace.res	../traces/SHORT_MOBILE-34.bt9.trace.gz	9	0.9	NA	NA	NA	2115006	22001	501	21500	9	0.004255	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-34	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-35.bt9.trace.res	../traces/SHORT_MOBILE-35.bt9.trace.gz	12	11.8	NA	NA	NA	4226507	42501	501	42000	501	0.118538	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-35	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-36.bt9.trace.res	../traces/SHORT_MOBILE-36.bt9.trace.gz	4	3.1	3.03	NA	NA	16895507	165501	501	165000	501	0.029653	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-36	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-37.bt9.trace.res	../traces/SHORT_MOBILE-37.bt9.trace.gz	87	65.4	22.8	38.884	39.2198	3195627559	135575678	32480319	103095359	5032363	1.574765	38.141967	38.117517	37.03009	NA	NA	NA	SHORT_MOBILE-37	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-38.bt9.trace.res	../traces/SHORT_MOBILE-38.bt9.trace.gz	80	60.2	22.77	61.594	56.1489	1658101133	97906477	27848166	70058311	3563109	2.148909	43.974567	39.607983	NA	NA	NA	NA	SHORT_MOBILE-38	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-39.bt9.trace.res	../traces/SHORT_MOBILE-39.bt9.trace.gz	91	48.7	6.86	20.877	50.8566	553679960	13883538	3735573	10147965	741223	1.338721	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-39	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-4.bt9.trace.res	../traces/SHORT_MOBILE-4.bt9.trace.gz	85	89.6	67.94	64.452	95.1433	372505316	17837676	858555	16979121	1784744	4.791191	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-4	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-40.bt9.trace.res	../traces/SHORT_MOBILE-40.bt9.trace.gz	113	14	2.33	1.291	1.4072	295563164	42764602	541899	42222703	54573	0.184641	1.356467	NA	NA	NA	NA	NA	SHORT_MOBILE-40	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-41.bt9.trace.res	../traces/SHORT_MOBILE-41.bt9.trace.gz	4	3.4	3.61	4.095	4.4683	999996940	248983940	83032148	165951792	1037054	1.037057	4.472133	4.4518	4.32267	NA	NA	NA	SHORT_MOBILE-41	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-42.bt9.trace.res	../traces/SHORT_MOBILE-42.bt9.trace.gz	153	109.8	118.93	87.862	83.112	100189686	35697230	737868	34959362	2943818	29.382446	82.594533	NA	NA	NA	NA	NA	SHORT_MOBILE-42	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-43.bt9.trace.res	../traces/SHORT_MOBILE-43.bt9.trace.gz	71	53.3	60.13	36.956	65.9745	100067714	16898205	3627327	13270878	1152236	11.514563	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-43	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-44.bt9.trace.res	../traces/SHORT_MOBILE-44.bt9.trace.gz	153	110.6	62.53	30.487	27.546	99999170	16532002	791761	15740241	455504	4.555078	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-44	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-45.bt9.trace.res	../traces/SHORT_MOBILE-45.bt9.trace.gz	14	3.1	0.41	0.541	1.9768	236538163	11439517	96874	11342643	25994	0.109893	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-45	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-46.bt9.trace.res	../traces/SHORT_MOBILE-46.bt9.trace.gz	96	46.7	59.84	54.972	50.5839	110000000	12329142	3520318	8808824	609898	5.544527	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-46	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-47.bt9.trace.res	../traces/SHORT_MOBILE-47.bt9.trace.gz	8	1.1	0.31	0.196	0.1189	110000000	18559672	2716049	15843623	2013	0.0183	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-47	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-48.bt9.trace.res	../traces/SHORT_MOBILE-48.bt9.trace.gz	22	2.2	0.25	0.036	0.0211	110000000	13232466	5851091	7381375	271	0.002464	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-48	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-49.bt9.trace.res	../traces/SHORT_MOBILE-49.bt9.trace.gz	96	61.9	38.46	31.272	NA	110000000	8690437	912039	7778398	290077	2.637064	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-49	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-5.bt9.trace.res	../traces/SHORT_MOBILE-5.bt9.trace.gz	214	34.4	16.58	9.727	112.0864	169326426	21765365	2209771	19555594	2533586	14.962732	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-5	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-50.bt9.trace.res	../traces/SHORT_MOBILE-50.bt9.trace.gz	1	4.3	92.1	98.336	NA	110000000	9956899	465936	9490963	993889	9.035355	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-50	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-51.bt9.trace.res	../traces/SHORT_MOBILE-51.bt9.trace.gz	1	4.1	1.42	0.978	NA	110000000	5672873	88863	5584010	5225	0.0475	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-51	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-52.bt9.trace.res	../traces/SHORT_MOBILE-52.bt9.trace.gz	131	95.7	94.58	89.292	71.9644	110000000	22315178	2063656	20251522	1818220	16.529273	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-52	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-53.bt9.trace.res	../traces/SHORT_MOBILE-53.bt9.trace.gz	161	50.6	30.96	23.03	16.9151	110000000	21707927	6075457	15632470	214635	1.951227	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-53	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-54.bt9.trace.res	../traces/SHORT_MOBILE-54.bt9.trace.gz	125	133.4	134.47	138.595	NA	110000000	8917460	1165843	7751617	1312006	11.927327	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-54	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-55.bt9.trace.res	../traces/SHORT_MOBILE-55.bt9.trace.gz	156	144.8	141.71	143.442	115.5395	110000000	14398970	11190	14387780	1207904	10.980945	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-55	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-56.bt9.trace.res	../traces/SHORT_MOBILE-56.bt9.trace.gz	25	3.9	1.2	0.509	NA	110000000	1388082	20264	1367818	686	0.006236	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-56	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-57.bt9.trace.res	../traces/SHORT_MOBILE-57.bt9.trace.gz	24	4.7	1.17	0.62	NA	110000000	2750339	20797	2729542	1416	0.012873	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-57	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-58.bt9.trace.res	../traces/SHORT_MOBILE-58.bt9.trace.gz	29	9.3	3.36	2.532	NA	110000000	3499452	232765	3266687	8782	0.079836	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-58	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-59.bt9.trace.res	../traces/SHORT_MOBILE-59.bt9.trace.gz	1	0.7	0.69	0.687	NA	110000000	4782677	32	4782645	3416	0.031055	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-59	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-6.bt9.trace.res	../traces/SHORT_MOBILE-6.bt9.trace.gz	233	79.9	101.77	88.122	110.6211	225731243	22109626	1675058	20434568	2563188	11.355043	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-6	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-60.bt9.trace.res	../traces/SHORT_MOBILE-60.bt9.trace.gz	103	105.2	68.33	43.989	53.0916	110000000	18496113	2415083	16081030	1001139	9.101264	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-60	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-61.bt9.trace.res	../traces/SHORT_MOBILE-61.bt9.trace.gz	92	39.2	36.48	18.718	8.0037	172842062	32830844	13757651	19073193	407952	2.360259	12.525867	NA	NA	NA	NA	NA	SHORT_MOBILE-61	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-7.bt9.trace.res	../traces/SHORT_MOBILE-7.bt9.trace.gz	234	50.8	71.49	91.125	71.6015	140479767	26276670	2016522	24260148	1820655	12.960265	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-7	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-8.bt9.trace.res	../traces/SHORT_MOBILE-8.bt9.trace.gz	147	36.8	19.4	15.68	14.8972	154558316	17182905	5750652	11432253	254633	1.647488	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-8	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_MOBILE-9.bt9.trace.res	../traces/SHORT_MOBILE-9.bt9.trace.gz	73	14.5	41.63	47.183	11.1019	642168792	29269647	54105	29215542	138072	0.215009	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-9	SHORT_MOBILE	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_SERVER-1.bt9.trace.res	../traces/SHORT_SERVER-1.bt9.trace.gz	101	105.8	36.05	55.145	44.0448	1283891318	230692527	67816063	162876464	3545654	2.761647	30.734467	21.693883	16.99416	NA	NA	NA	SHORT_SERVER-1	SHORT_SERVER	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_SERVER-10.bt9.trace.res	../traces/SHORT_SERVER-10.bt9.trace.gz	122	29.9	4.8	1.219	NA	209999900	9719858	1367409	8352449	10449	0.049757	NA	NA	NA	NA	NA	NA	SHORT_SERVER-10	SHORT_SERVER	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_SERVER-100.bt9.trace.res	../traces/SHORT_SERVER-100.bt9.trace.gz	175	65.7	21.89	33.801	49.7505	209999900	44409084	6587925	37821159	1707310	8.130051	23.695467	NA	NA	NA	NA	NA	SHORT_SERVER-100	SHORT_SERVER	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_SERVER-101.bt9.trace.res	../traces/SHORT_SERVER-101.bt9.trace.gz	100	46.7	17.42	8.993	13.912	209999900	44679100	12491139	32187961	651805	3.103835	13.330633	NA	NA	NA	NA	NA	SHORT_SERVER-101	SHORT_SERVER	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_SERVER-102.bt9.trace.res	../traces/SHORT_SERVER-102.bt9.trace.gz	139	20	7.55	5.818	5.3074	209999900	47481917	227698	47254219	247296	1.177601	5.233133	NA	NA	NA	NA	NA	SHORT_SERVER-102	SHORT_SERVER	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_SERVER-103.bt9.trace.res	../traces/SHORT_SERVER-103.bt9.trace.gz	1	20.2	8.4	3.166	1.8674	209999900	19785204	2212028	17573176	34196	0.162838	NA	NA	NA	NA	NA	NA	SHORT_SERVER-103	SHORT_SERVER	16	12	8	10
./hashedperceptron/tableCount16-logTableSize12-weightBit8-speed10/SHORT_SERVER-104.bt9.trace.res	../traces/SHORT_SERVER-104.bt9.trace.gz	35	60.2	25.34	21.639	28.9088	209999900	57527745	2873117	54654628	1719913	8.190066	29.642833	NA	NA	NA	NA	NA	SHORT_SERVER-104	SHORT_SERVER	16	12	8	10
